# OpenTelemetry Metrics report: .gz, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See BasicCsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.waitingTimeAvgNs,1713547212555000000,1713547272556000000,2.194997479663415E8
StorageLockContext.competingThreads.max,1713547212555000000,1713547272556000000,4
DirectByteBufferAllocator.reclaimed,1713547212555000000,1713547272556000000,0
FilePageCache.pageLoads,1713547212555000000,1713547272556000000,166
FilePageCache.maxCacheSizeInBytes,1713547212555000000,1713547272556000000,508174336
FilePageCache.capacityInBytes,1713547212555000000,1713547272556000000,524288000
FilePageCache.pageHits,1713547212555000000,1713547272556000000,147257
StorageLockContext.competingThreads.avg,1713547212555000000,1713547272556000000,0.03333333333333333
FilePageCache.totalPageLoadsUs,1713547212555000000,1713547272556000000,103540
FilePageCache.pageLoadsAboveSizeThreshold,1713547212555000000,1713547272556000000,0
FilePageCache.uncachedFileAccess,1713547212555000000,1713547272556000000,1033
DirectByteBufferAllocator.disposed,1713547212555000000,1713547272556000000,13
DirectByteBufferAllocator.misses,1713547212555000000,1713547272556000000,166
FilePageCache.pageFastCacheHits,1713547212555000000,1713547272556000000,5343974
StorageLockContext.competingThreads.90P,1713547212555000000,1713547272556000000,0
FilePageCache.totalPageDisposalsUs,1713547212555000000,1713547272556000000,1025
FilePageCache.maxRegisteredFiles,1713547212555000000,1713547272556000000,718
FilePageCache.disposedBuffers,1713547212555000000,1713547272556000000,13
DirectByteBufferAllocator.hits,1713547212555000000,1713547272556000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1713547212555000000,1713547272556000000,0
FileNameCache.queries,1713547212555000000,1713547272556000000,9985361
FileNameCache.totalMisses,1713547212555000000,1713547272556000000,94347
FileNameCache.fastMisses,1713547212555000000,1713547272556000000,440730
FlushQueue.executionTime90PNs,1713547272556000000,1713547275114000000,1228799
FlushQueue.waitingTime90PNs,1713547272556000000,1713547275114000000,647167
AWTEventQueue.dispatchTimeAvgNs,1713547272556000000,1713547275114000000,823539.7333333333
FlushQueue.queueSizeMax,1713547272556000000,1713547275114000000,1
FlushQueue.queueSize90P,1713547272556000000,1713547275114000000,0
FlushQueue.tasksExecuted,1713547272556000000,1713547275114000000,29
NonBlockingReadAction.failedExecutionTimeUs,1713547272556000000,1713547275114000000,0
AWTEventQueue.dispatchTimeMaxNs,1713547272556000000,1713547275114000000,5898239
FlushQueue.queueSizeAvg,1713547272556000000,1713547275114000000,0.06896551724137931
FlushQueue.executionTimeAvgNs,1713547272556000000,1713547275114000000,309827.3103448276
NonBlockingReadAction.failedExecutionsCount,1713547272556000000,1713547275114000000,0
NonBlockingReadAction.finalizedExecutionsCount,1713547272556000000,1713547275114000000,2
AWTEventQueue.eventsDispatched,1713547272556000000,1713547275114000000,30
FlushQueue.waitingTimeMaxNs,1713547272556000000,1713547275114000000,2113535
NonBlockingReadAction.finalizedExecutionTimeUs,1713547272556000000,1713547275114000000,185
AWTEventQueue.dispatchTime90PNs,1713547272556000000,1713547275114000000,2441215
FlushQueue.executionTimeMaxNs,1713547272556000000,1713547275114000000,2392063
FlushQueue.waitingTimeAvgNs,1713547272556000000,1713547275114000000,218911.44827586206
StorageLockContext.competingThreads.max,1713547272556000000,1713547275114000000,0
DirectByteBufferAllocator.reclaimed,1713547272556000000,1713547275114000000,0
FilePageCache.pageLoads,1713547272556000000,1713547275114000000,1
FilePageCache.maxCacheSizeInBytes,1713547272556000000,1713547275114000000,508174336
FilePageCache.capacityInBytes,1713547272556000000,1713547275114000000,524288000
FilePageCache.pageHits,1713547272556000000,1713547275114000000,1
StorageLockContext.competingThreads.avg,1713547272556000000,1713547275114000000,0.0
FilePageCache.totalPageLoadsUs,1713547272556000000,1713547275114000000,1739
FilePageCache.pageLoadsAboveSizeThreshold,1713547272556000000,1713547275114000000,0
FilePageCache.uncachedFileAccess,1713547272556000000,1713547275114000000,12
DirectByteBufferAllocator.disposed,1713547272556000000,1713547275114000000,1642
DirectByteBufferAllocator.misses,1713547272556000000,1713547275114000000,1
FilePageCache.pageFastCacheHits,1713547272556000000,1713547275114000000,109
StorageLockContext.competingThreads.90P,1713547272556000000,1713547275114000000,0
FilePageCache.totalPageDisposalsUs,1713547272556000000,1713547275114000000,0
FilePageCache.maxRegisteredFiles,1713547272556000000,1713547275114000000,718
FilePageCache.disposedBuffers,1713547272556000000,1713547275114000000,1642
DirectByteBufferAllocator.hits,1713547272556000000,1713547275114000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1713547272556000000,1713547275114000000,0
FileNameCache.queries,1713547272556000000,1713547275114000000,731
FileNameCache.totalMisses,1713547272556000000,1713547275114000000,4
FileNameCache.fastMisses,1713547272556000000,1713547275114000000,133
